	Family	Source	orthogroup	species
Glyma.15G082400	Dof	TFDB	4252	glyma
Glyma.15G082900	Trihelix	TFDB	2451	glyma
Glyma.15G086400	HSF	TFDB	4501	glyma
Glyma.15G092500	TCP	TFDB	3684	glyma
Glyma.15G099400	SBP	TFDB	9030	glyma
Glyma.15G101500	FAR1	TFDB	12488	glyma
Glyma.15G104600	bHLH	TFDB	12670	glyma
Glyma.15G110300	WRKY	TFDB	3732	glyma
Glyma.15G116300	GRAS	TFDB	3765	glyma
Glyma.15G118800	NF-YB	TFDB	777	glyma
Glyma.15G119000	Trihelix	TFDB	11064	glyma
Glyma.15G125400	FAR1	TFDB	16035	glyma
Glyma.15G125500	FAR1	TFDB	None	glyma
Glyma.15G127900	LBD	TFDB	6916	glyma
Glyma.15G129900	NF-YA	TFDB	3571	glyma
Glyma.15G135600	WRKY	TFDB	3556	glyma
Glyma.15G139000	WRKY	TFDB	2484	glyma
Glyma.15G141300	GRAS	TFDB	None	glyma
Glyma.15G141400	GRAS	TFDB	634	glyma
Glyma.15G143400	CAMTA	TFDB	3697	glyma
Glyma.15G144500	FAR1	TFDB	2425	glyma
Glyma.15G153900	NF-YB	TFDB	381	glyma
Glyma.15G166800	bHLH	TFDB	1632	glyma
Glyma.15G168200	WRKY	TFDB	11400	glyma
Glyma.15G169300	GATA	TFDB	1893	glyma
Glyma.15G170500	bHLH	TFDB	7527	glyma
Glyma.15G173300	NF-YA	TFDB	11451	glyma
Glyma.15G184200	FAR1	TFDB	17985	glyma
Glyma.15G186300	WRKY	TFDB	19539	glyma
Glyma.15G190200	SBP	TFDB	15128	glyma
Glyma.15G203900	bHLH	TFDB	3515	glyma
Glyma.15G211900	STAT	TFDB	7029	glyma
Glyma.15G213300	GRAS	TFDB	15154	glyma
Glyma.15G215100	bHLH	TFDB	8836	glyma
Glyma.15G215500	Dof	TFDB	16386	glyma
Glyma.15G222100	FAR1	TFDB	None	glyma
Glyma.15G222400	bZIP	TFDB	7671	glyma
Glyma.15G227300	NF-YC	TFDB	1401	glyma
Glyma.15G228100	LBD	TFDB	10341	glyma
Glyma.15G232000	bZIP	TFDB	4789	glyma
Glyma.15G234100	Trihelix	TFDB	5786	glyma
Glyma.15G235000	SRS	TFDB	4844	glyma
Glyma.15G254000	NAC	TFDB	10338	glyma
Glyma.15G257700	NAC	TFDB	850	glyma
Glyma.15G258100	LBD	TFDB	13207	glyma
Glyma.15G260500	bHLH	TFDB	6400	glyma
Glyma.15G261300	NF-YC	TFDB	4723	glyma
Glyma.15G264100	NAC	TFDB	12305	glyma
Glyma.15G266500	NAC	TFDB	12131	glyma
Glyma.15G271900	bHLH	TFDB	9370	glyma
Glyma.16G004300	TCP	TFDB	2430	glyma
Glyma.16G005500	NF-YA	TFDB	6875	glyma
Glyma.16G008200	GRAS	TFDB	8861	glyma
Glyma.16G011200	Trihelix	TFDB	7040	glyma
Glyma.16G016400	NAC	TFDB	2237	glyma
Glyma.16G016600	NAC	TFDB	2237	glyma
Glyma.16G016700	NAC	TFDB	2237	glyma
Glyma.16G017700	bHLH	TFDB	5191	glyma
Glyma.16G019400	NAC	TFDB	2317	glyma
Glyma.16G020500	bHLH	TFDB	982	glyma
Glyma.16G022900	Dof	TFDB	437	glyma
Glyma.16G023900	bHLH	TFDB	5587	glyma
Glyma.16G026400	WRKY	TFDB	3446	glyma
Glyma.16G029000	bZIP	TFDB	5269	glyma
Glyma.16G031400	WRKY	TFDB	1814	glyma
Glyma.16G031900	WRKY	TFDB	4443	glyma
Glyma.16G042300	GATA	TFDB	4163	glyma
Glyma.16G042900	NAC	TFDB	2437	glyma
Glyma.16G043200	NAC	TFDB	8786	glyma
Glyma.16G049400	bHLH	TFDB	19160	glyma
Glyma.16G051800	NAC	TFDB	21371	glyma
Glyma.16G053000	GRAS	TFDB	11341	glyma
Glyma.16G053900	TCP	TFDB	2816	glyma
Glyma.16G054400	WRKY	TFDB	2502	glyma
Glyma.16G054500	SBP	TFDB	17574	glyma
Glyma.16G069300	NAC	TFDB	5862	glyma
Glyma.16G071700	LBD	TFDB	3324	glyma
Glyma.16G084000	LBD	TFDB	46922	glyma
Glyma.16G087300	bHLH	TFDB	3350	glyma
Glyma.16G090900	bHLH	TFDB	19150	glyma
Glyma.16G091800	HSF	TFDB	8671	glyma
Glyma.16G092700	bZIP	TFDB	8918	glyma
Glyma.16G093600	Trihelix	TFDB	14004	glyma
Glyma.16G095200	bZIP	TFDB	3002	glyma
Glyma.16G097400	SBP	TFDB	None	glyma
Glyma.16G101400	ZF-HD	TFDB	None	glyma
Glyma.16G118200	FAR1	TFDB	16322	glyma
Glyma.16G130200	NAC	TFDB	3593	glyma
Glyma.16G132100	SRS	TFDB	16316	glyma
Glyma.16G133200	bHLH	TFDB	11327	glyma
Glyma.16G138700	ZF-HD	TFDB	5132	glyma
Glyma.16G139400	GATA	TFDB	4523	glyma
Glyma.16G141300	GRAS	TFDB	5441	glyma
Glyma.16G141500	bZIP	TFDB	2113	glyma
Glyma.16G145000	Dof	TFDB	9011	glyma
Glyma.16G147200	bHLH	TFDB	46833	glyma
Glyma.16G151500	NAC	TFDB	8786	glyma
Glyma.16G152100	NAC	TFDB	2437	glyma
Glyma.16G152700	GATA	TFDB	4163	glyma
Glyma.16G155300	GATA	TFDB	4870	glyma
Glyma.16G156700	GRAS	TFDB	11474	glyma
Glyma.16G167500	Trihelix	TFDB	6846	glyma
Glyma.16G167600	Trihelix	TFDB	6983	glyma
Glyma.16G167700	Trihelix	TFDB	6880	glyma
Glyma.16G168400	bZIP	TFDB	7044	glyma
Glyma.16G176700	WRKY	TFDB	4052	glyma
Glyma.16G177000	WRKY	TFDB	4052	glyma
Glyma.16G179900	GRAS	TFDB	2840	glyma
Glyma.16G182400	Nin-like	TFDB	3685	glyma
Glyma.16G196200	HSF	TFDB	5009	glyma
Glyma.16G201100	Trihelix	TFDB	13065	glyma
Glyma.16G201300	bHLH	TFDB	468	glyma
Glyma.16G201400	bHLH	TFDB	468	glyma
Glyma.16G217400	NAC	TFDB	8805	glyma
Glyma.16G219800	WRKY	TFDB	811	glyma
Glyma.17G002200	ZF-HD	TFDB	5143	glyma
Glyma.17G002800	NAC	TFDB	9546	glyma
Glyma.17G005600	NF-YB	TFDB	11301	glyma
Glyma.17G007600	GRAS	TFDB	3765	glyma
Glyma.17G011400	WRKY	TFDB	3732	glyma
Glyma.17G023200	bHLH	TFDB	15594	glyma
Glyma.17G025300	NF-YB	TFDB	381	glyma
Glyma.17G030900	GATA	TFDB	5818	glyma
Glyma.17G031900	CAMTA	TFDB	3697	glyma
Glyma.17G035400	WRKY	TFDB	2484	glyma
Glyma.17G038800	CAMTA	TFDB	16283	glyma
Glyma.17G039600	SBP	TFDB	47849	glyma
Glyma.17G042300	WRKY	TFDB	47846	glyma
Glyma.17G051400	NF-YA	TFDB	11451	glyma
Glyma.17G053700	HSF	TFDB	1011	glyma
Glyma.17G054000	bHLH	TFDB	7527	glyma
Glyma.17G055200	GATA	TFDB	1893	glyma
Glyma.17G057100	WRKY	TFDB	11400	glyma
Glyma.17G058600	bHLH	TFDB	1632	glyma
Glyma.17G074000	WRKY	TFDB	3745	glyma
Glyma.17G075200	bHLH	TFDB	3515	glyma
Glyma.17G079900	TCP	TFDB	3368	glyma
Glyma.17G080700	SBP	TFDB	7623	glyma
Glyma.17G081800	Dof	TFDB	9166	glyma
Glyma.17G082100	bHLH	TFDB	7543	glyma
Glyma.17G086300	LBD	TFDB	5015	glyma
Glyma.17G089300	Dof	TFDB	6069	glyma
Glyma.17G090500	bHLH	TFDB	4149	glyma
Glyma.17G093600	E2F/DP	TFDB	1545	glyma
Glyma.17G095000	bHLH	TFDB	888	glyma
Glyma.17G097900	WRKY	TFDB	1912	glyma
Glyma.17G099100	TCP	TFDB	1391	glyma
Glyma.17G100000	ZF-HD	TFDB	1918	glyma
Glyma.17G100400	Nin-like	TFDB	10228	glyma
Glyma.17G101000	Dof	TFDB	391	glyma
Glyma.17G101500	NAC	TFDB	1981	glyma
Glyma.17G113400	YABBY	TFDB	6359	glyma
Glyma.17G121500	TCP	TFDB	11380	glyma
Glyma.17G123600	NF-YB	TFDB	2842	glyma
Glyma.17G127500	GRAS	TFDB	9420	glyma
Glyma.17G128500	Trihelix	TFDB	4938	glyma
Glyma.17G131200	GRAS	TFDB	10308	glyma
Glyma.17G132400	TCP	TFDB	15746	glyma
Glyma.17G138100	NAC	TFDB	1107	glyma
Glyma.17G138200	YABBY	TFDB	1817	glyma
Glyma.17G146600	GATA	TFDB	3092	glyma
Glyma.17G150800	SRS	TFDB	10157	glyma
Glyma.17G154100	NAC	TFDB	4397	glyma
Glyma.17G155900	bHLH	TFDB	4189	glyma
Glyma.17G156000	bHLH	TFDB	339	glyma
Glyma.17G156100	bHLH	TFDB	339	glyma
Glyma.17G158900	bZIP	TFDB	3581	glyma
Glyma.17G160800	GRAS	TFDB	6654	glyma
Glyma.17G162000	LBD	TFDB	3998	glyma
Glyma.17G162800	GRAS	TFDB	8760	glyma
Glyma.17G168900	WRKY	TFDB	1342	glyma
Glyma.17G172400	bHLH	TFDB	8119	glyma
Glyma.17G173100	bHLH	TFDB	1128	glyma
Glyma.17G174900	HSF	TFDB	8176	glyma
Glyma.17G178200	LBD	TFDB	47681	glyma
Glyma.17G180600	Dof	TFDB	9391	glyma
Glyma.17G180800	bHLH	TFDB	47826	glyma
Glyma.17G185000	NAC	TFDB	14323	glyma
Glyma.17G188500	bZIP	TFDB	7570	glyma
Glyma.17G192800	GATA	TFDB	3417	glyma
Glyma.17G197300	bZIP	TFDB	5776	glyma
Glyma.17G197500	WRKY	TFDB	4309	glyma
Glyma.17G201800	FAR1	TFDB	None	glyma
Glyma.17G208500	CPP	TFDB	15660	glyma
Glyma.17G212900	bHLH	TFDB	None	glyma
Glyma.17G222300	WRKY	TFDB	19232	glyma
Glyma.17G222500	WRKY	TFDB	7639	glyma
Glyma.17G223100	bHLH	TFDB	3782	glyma
Glyma.17G224800	WRKY	TFDB	9095	glyma
Glyma.17G227600	HSF	TFDB	7946	glyma
Glyma.17G228700	GATA	TFDB	15737	glyma
Glyma.17G236100	bHLH	TFDB	3921	glyma
Glyma.17G236300	LBD	TFDB	8267	glyma
Glyma.17G239200	WRKY	TFDB	1342	glyma
Glyma.17G240700	NAC	TFDB	14449	glyma
Glyma.17G241000	bHLH	TFDB	9051	glyma
Glyma.17G241300	HSF	TFDB	4586	glyma
Glyma.17G248900	BES1	TFDB	4732	glyma
Glyma.17G253200	bZIP	TFDB	47551	glyma
Glyma.17G255000	SRS	TFDB	1366	glyma
Glyma.17G255800	bZIP	TFDB	19246	glyma
Glyma.18G005100	CAMTA	TFDB	3827	glyma
Glyma.18G005600	SBP	TFDB	2411	glyma
Glyma.18G007100	NF-YC	TFDB	12904	glyma
Glyma.18G010000	Trihelix	TFDB	7043	glyma
Glyma.18G018400	EIL	TFDB	5994	glyma
Glyma.18G020900	bZIP	TFDB	None	glyma
Glyma.18G024400	LBD	TFDB	1174	glyma
Glyma.18G025600	LBD	TFDB	7244	glyma
Glyma.18G025800	bHLH	TFDB	5253	glyma
Glyma.18G027000	NF-X1	TFDB	12974	glyma
Glyma.18G039200	bHLH	TFDB	3932	glyma
Glyma.18G040000	GRAS	TFDB	3893	glyma
Glyma.18G043900	NAC	TFDB	6855	glyma
Glyma.18G052500	bZIP	TFDB	2309	glyma
Glyma.18G056600	WRKY	TFDB	710	glyma
Glyma.18G058000	LBD	TFDB	1174	glyma
Glyma.18G071000	NF-YA	TFDB	4091	glyma
Glyma.18G077500	NF-YB	TFDB	777	glyma
Glyma.18G081100	GRAS	TFDB	19477	glyma
Glyma.18G081200	WRKY	TFDB	1875	glyma
Glyma.18G092200	WRKY	TFDB	19469	glyma
Glyma.18G110700	NAC	TFDB	850	glyma
Glyma.18G115700	bHLH	TFDB	4238	glyma
Glyma.18G117100	bZIP	TFDB	5991	glyma
Glyma.18G119300	NAC	TFDB	1673	glyma
Glyma.18G121400	TCP	TFDB	55937	glyma
Glyma.18G123100	bHLH	TFDB	1669	glyma
Glyma.18G124700	WRKY	TFDB	15197	glyma
Glyma.18G124800	Whirly	TFDB	4374	glyma
Glyma.18G132400	FAR1	TFDB	None	glyma
Glyma.18G133900	FAR1	TFDB	None	glyma
Glyma.18G140400	YABBY	TFDB	3260	glyma
Glyma.18G145400	ZF-HD	TFDB	1853	glyma
Glyma.18G150800	Dof	TFDB	4915	glyma
Glyma.18G154100	FAR1	TFDB	8113	glyma
Glyma.18G156900	bHLH	TFDB	3350	glyma
Glyma.18G176300	Dof	TFDB	340	glyma
Glyma.18G178200	FAR1	TFDB	None	glyma
Glyma.18G178400	FAR1	TFDB	None	glyma
Glyma.18G178700	FAR1	TFDB	None	glyma
Glyma.18G179400	FAR1	TFDB	6198	glyma
Glyma.18G182500	GRAS	TFDB	1059	glyma
Glyma.18G183100	WRKY	TFDB	11218	glyma
Glyma.18G202400	Trihelix	TFDB	3652	glyma
Glyma.18G204700	bHLH	TFDB	11163	glyma
Glyma.18G205100	GRAS	TFDB	14501	glyma
Glyma.18G208800	WRKY	TFDB	710	glyma
Glyma.18G210700	bHLH	TFDB	1041	glyma
Glyma.18G213200	WRKY	TFDB	811	glyma
Glyma.18G220100	GRAS	TFDB	8876	glyma
Glyma.18G221000	LBD	TFDB	4375	glyma
Glyma.18G224100	CPP	TFDB	55858	glyma
Glyma.18G232400	BES1	TFDB	6488	glyma
Glyma.18G238200	WRKY	TFDB	4443	glyma
Glyma.18G238600	WRKY	TFDB	1814	glyma
Glyma.18G242000	WRKY	TFDB	13305	glyma
Glyma.18G246000	bHLH	TFDB	19621	glyma
Glyma.18G246100	bHLH	TFDB	55840	glyma
Glyma.18G246200	bHLH	TFDB	55605	glyma
Glyma.18G256500	WRKY	TFDB	12986	glyma
Glyma.18G257200	ZF-HD	TFDB	55691	glyma
Glyma.18G257300	ZF-HD	TFDB	55748	glyma
Glyma.18G258700	bHLH	TFDB	3336	glyma
Glyma.18G259200	ZF-HD	TFDB	None	glyma
Glyma.18G259300	ZF-HD	TFDB	5829	glyma
Glyma.18G260500	Dof	TFDB	391	glyma
Glyma.18G261300	NAC	TFDB	21850	glyma
Glyma.18G263400	WRKY	TFDB	14377	glyma
Glyma.18G268700	TCP	TFDB	3284	glyma
Glyma.18G275400	bHLH	TFDB	11375	glyma
Glyma.18G277100	bZIP	TFDB	833	glyma
Glyma.18G280700	TCP	TFDB	2697	glyma
Glyma.18G281800	Trihelix	TFDB	5163	glyma
Glyma.18G289700	Dof	TFDB	340	glyma
Glyma.18G297100	LBD	TFDB	3863	glyma
Glyma.18G301500	NAC	TFDB	5983	glyma
Glyma.19G002900	NAC	TFDB	5862	glyma
Glyma.19G004900	LBD	TFDB	3324	glyma
Glyma.19G020600	WRKY	TFDB	12986	glyma
Glyma.19G021400	bHLH	TFDB	3336	glyma
Glyma.19G021900	NAC	TFDB	1673	glyma
Glyma.19G022200	ZF-HD	TFDB	1918	glyma
Glyma.19G023200	Dof	TFDB	391	glyma
Glyma.19G024500	NAC	TFDB	19645	glyma
Glyma.19G030900	TCP	TFDB	3284	glyma
Glyma.19G037900	bZIP	TFDB	833	glyma
Glyma.19G044400	TCP	TFDB	2697	glyma
Glyma.19G046300	LBD	TFDB	3863	glyma
Glyma.19G056400	NAC	TFDB	5862	glyma
Glyma.19G063600	LBD	TFDB	3324	glyma
Glyma.19G067900	bZIP	TFDB	6302	glyma
Glyma.19G094000	SBP	TFDB	17574	glyma
Glyma.19G094100	WRKY	TFDB	2502	glyma
Glyma.19G095300	TCP	TFDB	2816	glyma
Glyma.19G095600	FAR1	TFDB	None	glyma
Glyma.19G096400	GRAS	TFDB	11341	glyma
Glyma.19G097700	NAC	TFDB	21371	glyma
Glyma.19G102000	bHLH	TFDB	19160	glyma
Glyma.19G108800	NAC	TFDB	8786	glyma
Glyma.19G109100	NAC	TFDB	2437	glyma
Glyma.19G110200	GATA	TFDB	4163	glyma
Glyma.19G118000	Dof	TFDB	9441	glyma
Glyma.19G122500	LBD	TFDB	8874	glyma
Glyma.19G122800	bZIP	TFDB	6302	glyma
Glyma.19G126800	bZIP	TFDB	9544	glyma
Glyma.19G128900	bHLH	TFDB	7837	glyma
Glyma.19G130200	bZIP	TFDB	11413	glyma
Glyma.19G132500	bHLH	TFDB	1320	glyma
Glyma.19G132600	bHLH	TFDB	None	glyma
Glyma.19G137800	HSF	TFDB	5226	glyma
Glyma.19G139100	FAR1	TFDB	20	glyma
Glyma.19G143900	bHLH	TFDB	4368	glyma
Glyma.19G144200	bHLH	TFDB	3637	glyma
Glyma.19G145300	bZIP	TFDB	3403	glyma
Glyma.19G146000	SBP	TFDB	3643	glyma
Glyma.19G155300	bHLH	TFDB	6559	glyma
Glyma.19G159500	HSF	TFDB	686	glyma
Glyma.19G160900	bHLH	TFDB	6667	glyma
Glyma.19G162900	LBD	TFDB	4308	glyma
Glyma.19G163000	LBD	TFDB	2568	glyma
Glyma.19G163300	bHLH	TFDB	4373	glyma
Glyma.19G165600	NAC	TFDB	6571	glyma
Glyma.19G177400	WRKY	TFDB	6259	glyma
Glyma.19G178500	NF-YB	TFDB	1828	glyma
Glyma.19G179700	S1Fa-like	TFDB	3036	glyma
Glyma.19G180300	NAC	TFDB	14588	glyma
Glyma.19G190000	Trihelix	TFDB	5914	glyma
Glyma.19G191700	HSF	TFDB	18985	glyma
Glyma.19G192300	Trihelix	TFDB	2815	glyma
Glyma.19G193400	bZIP	TFDB	5776	glyma
Glyma.19G194500	bZIP	TFDB	4324	glyma
Glyma.19G195800	NAC	TFDB	4142	glyma
Glyma.19G199200	Dof	TFDB	8967	glyma
Glyma.19G200300	Dof	TFDB	8967	glyma
Glyma.19G200800	NF-YA	TFDB	3322	glyma
Glyma.19G216200	bZIP	TFDB	3312	glyma
Glyma.19G216700	GRAS	TFDB	634	glyma
Glyma.19G217000	WRKY	TFDB	13201	glyma
Glyma.19G217800	WRKY	TFDB	3534	glyma
Glyma.19G221700	WRKY	TFDB	5500	glyma
Glyma.19G222000	bHLH	TFDB	17028	glyma
Glyma.19G224700	bHLH	TFDB	2413	glyma
Glyma.19G229900	GATA	TFDB	12830	glyma
Glyma.19G236400	NF-YC	TFDB	1376	glyma
Glyma.19G236900	bHLH	TFDB	9386	glyma
Glyma.19G242600	GeBP	TFDB	3332	glyma
Glyma.19G243500	Trihelix	TFDB	6043	glyma
Glyma.19G244800	bZIP	TFDB	4107	glyma
Glyma.19G249500	Whirly	TFDB	12287	glyma
Glyma.19G252600	bZIP	TFDB	None	glyma
Glyma.19G254800	WRKY	TFDB	3446	glyma
Glyma.19G256700	bHLH	TFDB	5587	glyma
Glyma.19G257300	LBD	TFDB	17140	glyma
Glyma.19G257500	Dof	TFDB	437	glyma
Glyma.19G259500	NAC	TFDB	22011	glyma
Glyma.19G259700	NAC	TFDB	22011	glyma
Glyma.20G000600	NF-YB	TFDB	12288	glyma
Glyma.20G001600	TCP	TFDB	4997	glyma
Glyma.20G006400	SBP	TFDB	6950	glyma
Glyma.20G007700	bZIP	TFDB	17022	glyma
Glyma.20G016400	Nin-like	TFDB	2485	glyma
Glyma.20G016500	Nin-like	TFDB	2485	glyma
Glyma.20G023400	LBD	TFDB	6916	glyma
Glyma.20G024700	FAR1	TFDB	15615	glyma
Glyma.20G028000	WRKY	TFDB	4245	glyma
Glyma.20G030500	WRKY	TFDB	None	glyma
Glyma.20G032700	bZIP	TFDB	None	glyma
Glyma.20G033300	NAC	TFDB	4662	glyma
Glyma.20G035200	Dof	TFDB	391	glyma
Glyma.20G036500	ZF-HD	TFDB	None	glyma
Glyma.20G037100	SRS	TFDB	7479	glyma
Glyma.20G042000	HSF	TFDB	7670	glyma
Glyma.20G049200	bZIP	TFDB	7634	glyma
Glyma.20G051500	EIL	TFDB	1339	glyma
Glyma.20G053500	FAR1	TFDB	15970	glyma
Glyma.20G070300	ZF-HD	TFDB	48005	glyma
Glyma.20G075300	ZF-HD	TFDB	48017	glyma
Glyma.20G075400	ZF-HD	TFDB	None	glyma
Glyma.20G075600	ZF-HD	TFDB	48204	glyma
Glyma.20G075800	ZF-HD	TFDB	None	glyma
Glyma.20G076100	FAR1	TFDB	None	glyma
Glyma.20G088600	bHLH	TFDB	6694	glyma
Glyma.20G091200	bHLH	TFDB	2413	glyma
Glyma.20G103400	TCP	TFDB	4997	glyma
Glyma.20G107500	bHLH	TFDB	None	glyma
Glyma.20G113600	bZIP	TFDB	7042	glyma
Glyma.20G115700	LBD	TFDB	16351	glyma
Glyma.20G130200	bHLH	TFDB	5553	glyma
Glyma.20G132100	FAR1	TFDB	None	glyma
Glyma.20G133000	LBD	TFDB	17017	glyma
Glyma.20G133600	bHLH	TFDB	2090	glyma
Glyma.20G133700	bHLH	TFDB	2090	glyma
Glyma.20G148500	TCP	TFDB	2697	glyma
Glyma.20G149100	CPP	TFDB	3777	glyma
Glyma.20G150300	HSF	TFDB	686	glyma
Glyma.20G152900	bHLH	TFDB	468	glyma
Glyma.20G153000	bHLH	TFDB	21514	glyma
Glyma.20G154400	TCP	TFDB	1818	glyma
Glyma.20G156100	FAR1	TFDB	None	glyma
Glyma.20G156800	HSF	TFDB	5009	glyma
Glyma.20G160200	Nin-like	TFDB	3685	glyma
Glyma.20G162100	GRAS	TFDB	2840	glyma
Glyma.20G163200	WRKY	TFDB	4052	glyma
Glyma.20G166500	Trihelix	TFDB	6880	glyma
Glyma.20G166600	Trihelix	TFDB	6983	glyma
Glyma.20G166800	Trihelix	TFDB	6846	glyma
Glyma.20G172100	NAC	TFDB	6962	glyma
Glyma.20G175500	NAC	TFDB	8370	glyma
Glyma.20G176800	GRAS	TFDB	11474	glyma
Glyma.20G177600	LBD	TFDB	949	glyma
Glyma.20G180100	GATA	TFDB	4870	glyma
Glyma.20G184300	bHLH	TFDB	8549	glyma
Glyma.20G184500	Trihelix	TFDB	16114	glyma
Glyma.20G185500	bHLH	TFDB	6746	glyma
Glyma.20G185800	NAC	TFDB	4736	glyma
Glyma.20G188100	Trihelix	TFDB	2815	glyma
Glyma.20G189000	Trihelix	TFDB	None	glyma
Glyma.20G192300	NAC	TFDB	7156	glyma
Glyma.20G192500	NAC	TFDB	7226	glyma
Glyma.20G198500	NF-YB	TFDB	1828	glyma
Glyma.20G200500	GRAS	TFDB	14335	glyma
Glyma.20G214300	ZF-HD	TFDB	15716	glyma
Glyma.20G216600	Dof	TFDB	437	glyma
Glyma.20G216700	bHLH	TFDB	8679	glyma
Glyma.20G224000	Trihelix	TFDB	6043	glyma
Glyma.20G224500	bZIP	TFDB	4107	glyma
Glyma.20G224700	bHLH	TFDB	11404	glyma
Glyma.20G228300	GeBP	TFDB	19277	glyma
Glyma.20G228500	GeBP	TFDB	3332	glyma
Glyma.20G231800	bHLH	TFDB	9386	glyma
Glyma.20G232400	NF-YC	TFDB	1376	glyma
Glyma.20G234900	NF-YB	TFDB	381	glyma
Glyma.20G246400	bZIP	TFDB	4789	glyma
Glyma.20G248100	bHLH	TFDB	6423	glyma
Glyma.20G249900	Trihelix	TFDB	5163	glyma
Glyma.U009700	NF-YB	TFDB	None	glyma
Glyma.U012500	LBD	TFDB	None	glyma
Glyma.U013800	GRAS	TFDB	None	glyma
Glyma.U014700	bHLH	TFDB	None	glyma
Glyma.U015500	bHLH	TFDB	None	glyma
Glyma.U015800	SBP	TFDB	None	glyma
Glyma.U018600	bZIP	TFDB	None	glyma
Glyma.U020900	LBD	TFDB	None	glyma
Glyma.U021300	Dof	TFDB	None	glyma
Glyma.U025800	SBP	TFDB	None	glyma
Glyma.U029500	bZIP	TFDB	None	glyma
Glyma.U035800	bHLH	TFDB	4149	glyma
Glyma.U037800	bHLH	TFDB	None	glyma
Glyma.01G002100	ARF	TFDB	9376	glyma
Glyma.01G103500	ARF	TFDB	707	glyma
Glyma.02G239600	ARF	TFDB	12991	glyma
Glyma.02G281700	ARF	TFDB	15146	glyma
Glyma.03G070500	ARF	TFDB	707	glyma
Glyma.03G208800	ARF	TFDB	13432	glyma
Glyma.03G258300	ARF	TFDB	707	glyma
Glyma.04G200600	ARF	TFDB	2507	glyma
Glyma.04G254200	ARF	TFDB	3833	glyma
Glyma.05G143800	ARF	TFDB	2718	glyma
Glyma.05G200800	ARF	TFDB	2507	glyma
Glyma.05G221300	ARF	TFDB	9376	glyma
Glyma.06G164900	ARF	TFDB	2507	glyma
Glyma.07G054800	ARF	TFDB	707	glyma
Glyma.07G130400	ARF	TFDB	9376	glyma
Glyma.07G134800	ARF	TFDB	707	glyma
Glyma.07G202200	ARF	TFDB	4326	glyma
Glyma.07G272800	ARF	TFDB	3928	glyma
Glyma.08G008100	ARF	TFDB	2507	glyma
Glyma.08G027800	ARF	TFDB	9376	glyma
Glyma.08G100100	ARF	TFDB	2718	glyma
Glyma.09G072200	ARF	TFDB	2731	glyma
Glyma.10G053500	ARF	TFDB	645	glyma
Glyma.10G210600	ARF	TFDB	19270	glyma
Glyma.11G145500	ARF	TFDB	645	glyma
Glyma.11G204200	ARF	TFDB	12991	glyma
Glyma.12G071000	ARF	TFDB	2844	glyma
Glyma.12G076200	ARF	TFDB	645	glyma
Glyma.12G164100	ARF	TFDB	3928	glyma
Glyma.12G171000	ARF	TFDB	2844	glyma
Glyma.12G174100	ARF	TFDB	645	glyma
Glyma.13G084700	ARF	TFDB	3833	glyma
Glyma.13G112600	ARF	TFDB	2731	glyma
Glyma.13G140600	ARF	TFDB	645	glyma
Glyma.13G174000	ARF	TFDB	4326	glyma
Glyma.13G221400	ARF	TFDB	2718	glyma
Glyma.13G234200	ARF	TFDB	4326	glyma
Glyma.13G325200	ARF	TFDB	645	glyma
Glyma.13G328000	ARF	TFDB	None	glyma
Glyma.14G032700	ARF	TFDB	15146	glyma
Glyma.14G166500	ARF	TFDB	3833	glyma
Glyma.14G208500	ARF	TFDB	12991	glyma
Glyma.14G217700	ARF	TFDB	10432	glyma
Glyma.15G078800	ARF	TFDB	4326	glyma
Glyma.15G091000	ARF	TFDB	2718	glyma
Glyma.15G181000	ARF	TFDB	2731	glyma
Glyma.16G000300	ARF	TFDB	3928	glyma
Glyma.16G023600	ARF	TFDB	707	glyma
Glyma.17G047100	ARF	TFDB	2731	glyma
Glyma.17G256500	ARF	TFDB	10432	glyma
Glyma.18G046800	ARF	TFDB	12991	glyma
Glyma.18G184500	ARF	TFDB	707	glyma
Glyma.19G181900	ARF	TFDB	645	glyma
Glyma.19G206100	ARF	TFDB	13432	glyma
Glyma.20G180000	ARF	TFDB	19270	glyma
Glyma.U019800	ARF	TFDB	None	glyma
Glyma.01G133000	B3	TFDB	1440	glyma
Glyma.01G244800	B3	TFDB	14409	glyma
Glyma.02G200500	B3	TFDB	3663	glyma
Glyma.02G236400	B3	TFDB	19341	glyma
Glyma.02G237500	B3	TFDB	15504	glyma
Glyma.03G035200	B3	TFDB	1440	glyma
Glyma.03G199000	B3	TFDB	3663	glyma
Glyma.03G246400	B3	TFDB	14965	glyma
Glyma.03G262200	B3	TFDB	954	glyma
Glyma.04G037800	B3	TFDB	7347	glyma
Glyma.04G037900	B3	TFDB	None	glyma
Glyma.04G192400	B3	TFDB	14460	glyma
Glyma.04G257000	B3	TFDB	None	glyma
Glyma.06G038900	B3	TFDB	7347	glyma
Glyma.06G220000	B3	TFDB	None	glyma
Glyma.07G048200	B3	TFDB	954	glyma
Glyma.07G157300	B3	TFDB	18007	glyma
Glyma.07G163700	B3	TFDB	2139	glyma
Glyma.07G224100	B3	TFDB	15061	glyma
Glyma.08G339100	B3	TFDB	150	glyma
Glyma.08G339200	B3	TFDB	150	glyma
Glyma.08G357600	B3	TFDB	10669	glyma
Glyma.09G102700	B3	TFDB	None	glyma
