TF_ID	Family	Gene_ID	Orthogroup	Source	Species
AT3G10040.1	Trihelix	AT3G10040	OG0005031	TFDB	arath
AT3G10480.1	NAC	AT3G10480	None	TFDB	arath
AT3G10490.1	NAC	AT3G10490	None	TFDB	arath
AT3G10500.1	NAC	AT3G10500	OG0004927	TFDB	arath
AT3G10800.1	bZIP	AT3G10800	None	TFDB	arath
AT3G11090.1	LBD	AT3G11090	OG0004957	TFDB	arath
AT3G11100.1	Trihelix	AT3G11100	OG0000646	TFDB	arath
AT3G12250.1	bZIP	AT3G12250	None	TFDB	arath
AT3G12480.1	NF-YC	AT3G12480	OG0001736	TFDB	arath
AT3G12910.1	NAC	AT3G12910	OG0001060	TFDB	arath
AT3G12977.1	NAC	AT3G12977	OG0006787	TFDB	arath
AT3G13840.1	GRAS	AT3G13840	OG0008769	TFDB	arath
AT3G13850.1	LBD	AT3G13850	OG0004009	TFDB	arath
AT3G14020.1	NF-YA	AT3G14020	OG0001449	TFDB	arath
AT3G14180.1	Trihelix	AT3G14180	OG0000646	TFDB	arath
AT3G15030.1	TCP	AT3G15030	OG0001459	TFDB	arath
AT3G15170.1	NAC	AT3G15170	None	TFDB	arath
AT3G15270.1	SBP	AT3G15270	OG0000676	TFDB	arath
AT3G15500.1	NAC	AT3G15500	OG0003536	TFDB	arath
AT3G15510.1	NAC	AT3G15510	OG0001469	TFDB	arath
AT3G16160.1	CPP	AT3G16160	None	TFDB	arath
AT3G16870.1	GATA	AT3G16870	None	TFDB	arath
AT3G16940.1	CAMTA	AT3G16940	OG0004224	TFDB	arath
AT3G17609.1	bZIP	AT3G17609	None	TFDB	arath
AT3G17730.1	NAC	AT3G17730	OG0007051	TFDB	arath
AT3G18400.1	NAC	AT3G18400	OG0004979	TFDB	arath
AT3G18550.1	TCP	AT3G18550	OG0004989	TFDB	arath
AT3G19290.1	bZIP	AT3G19290	None	TFDB	arath
AT3G19500.1	bHLH	AT3G19500	OG0005584	TFDB	arath
AT3G19860.1	bHLH	AT3G19860	None	TFDB	arath
AT3G20640.1	bHLH	AT3G20640	OG0001226	TFDB	arath
AT3G20750.1	GATA	AT3G20750	OG0005994	TFDB	arath
AT3G20770.1	EIL	AT3G20770	OG0001682	TFDB	arath
AT3G20910.1	NF-YA	AT3G20910	OG0005041	TFDB	arath
AT3G21175.1	GATA	AT3G21175	OG0012337	TFDB	arath
AT3G21270.1	Dof	AT3G21270	OG0004622	TFDB	arath
AT3G21330.1	bHLH	AT3G21330	OG0006006	TFDB	arath
AT3G22100.1	bHLH	AT3G22100	OG0010754	TFDB	arath
AT3G22170.1	FAR1	AT3G22170	OG0000050	TFDB	arath
AT3G22760.1	CPP	AT3G22760	OG0004212	TFDB	arath
AT3G22780.1	CPP	AT3G22780	OG0004212	TFDB	arath
AT3G22830.1	HSF	AT3G22830	OG0002649	TFDB	arath
AT3G23210.1	bHLH	AT3G23210	OG0007165	TFDB	arath
AT3G23690.1	bHLH	AT3G23690	None	TFDB	arath
AT3G24050.1	GATA	AT3G24050	OG0008834	TFDB	arath
AT3G24140.1	bHLH	AT3G24140	OG0011000	TFDB	arath
AT3G24490.1	Trihelix	AT3G24490	OG0002984	TFDB	arath
AT3G24520.1	HSF	AT3G24520	OG0011042	TFDB	arath
AT3G24860.1	Trihelix	AT3G24860	OG0012714	TFDB	arath
AT3G25710.1	bHLH	AT3G25710	None	TFDB	arath
AT3G25990.1	Trihelix	AT3G25990	OG0008119	TFDB	arath
AT3G26620.1	LBD	AT3G26620	OG0003315	TFDB	arath
AT3G26660.1	LBD	AT3G26660	OG0003315	TFDB	arath
AT3G26744.1	bHLH	AT3G26744	OG0006506	TFDB	arath
AT3G27010.1	TCP	AT3G27010	OG0004267	TFDB	arath
AT3G27650.1	LBD	AT3G27650	OG0001067	TFDB	arath
AT3G27940.1	LBD	AT3G27940	None	TFDB	arath
AT3G28857.1	bHLH	AT3G28857	OG0000550	TFDB	arath
AT3G28917.1	ZF-HD	AT3G28917	OG0001117	TFDB	arath
AT3G28920.1	ZF-HD	AT3G28920	OG0008849	TFDB	arath
AT3G29035.1	NAC	AT3G29035	None	TFDB	arath
AT3G30530.1	bZIP	AT3G30530	OG0001230	TFDB	arath
AT3G44290.1	NAC	AT3G44290	OG0005826	TFDB	arath
AT3G44350.1	NAC	AT3G44350	None	TFDB	arath
AT3G44460.1	bZIP	AT3G44460	OG0007150	TFDB	arath
AT3G45150.1	TCP	AT3G45150	None	TFDB	arath
AT3G45170.1	GATA	AT3G45170	OG0010982	TFDB	arath
AT3G45610.1	Dof	AT3G45610	OG0004188	TFDB	arath
AT3G46600.1	GRAS	AT3G46600	OG0000087	TFDB	arath
AT3G47500.1	Dof	AT3G47500	OG0000787	TFDB	arath
AT3G47620.1	TCP	AT3G47620	OG0001854	TFDB	arath
AT3G47640.1	bHLH	AT3G47640	OG0010976	TFDB	arath
AT3G47710.1	bHLH	AT3G47710	OG0000550	TFDB	arath
AT3G47870.1	LBD	AT3G47870	OG0002986	TFDB	arath
AT3G48160.1	E2F/DP	AT3G48160	None	TFDB	arath
AT3G48590.1	NF-YC	AT3G48590	OG0007255	TFDB	arath
AT3G49530.1	NAC	AT3G49530	OG0003662	TFDB	arath
AT3G49760.1	bZIP	AT3G49760	OG0005855	TFDB	arath
AT3G49940.1	LBD	AT3G49940	OG0000588	TFDB	arath
AT3G49950.1	GRAS	AT3G49950	OG0005908	TFDB	arath
AT3G50330.1	bHLH	AT3G50330	OG0001542	TFDB	arath
AT3G50410.1	Dof	AT3G50410	OG0004010	TFDB	arath
AT3G50510.1	LBD	AT3G50510	None	TFDB	arath
AT3G50650.1	GRAS	AT3G50650	OG0008745	TFDB	arath
AT3G50750.1	BES1	AT3G50750	None	TFDB	arath
AT3G50870.1	GATA	AT3G50870	OG0003592	TFDB	arath
AT3G50890.1	ZF-HD	AT3G50890	OG0002011	TFDB	arath
AT3G51060.1	SRS	AT3G51060	OG0003333	TFDB	arath
AT3G51080.1	GATA	AT3G51080	OG0005999	TFDB	arath
AT3G51910.1	HSF	AT3G51910	None	TFDB	arath
AT3G51960.1	bZIP	AT3G51960	None	TFDB	arath
AT3G52440.1	Dof	AT3G52440	OG0005918	TFDB	arath
AT3G53340.1	NF-YB	AT3G53340	OG0002363	TFDB	arath
AT3G53370.1	S1Fa-like	AT3G53370	OG0003234	TFDB	arath
AT3G54220.1	GRAS	AT3G54220	OG0007203	TFDB	arath
AT3G54390.1	Trihelix	AT3G54390	OG0004975	TFDB	arath
AT3G54430.1	SRS	AT3G54430	OG0005026	TFDB	arath
AT3G54620.1	bZIP	AT3G54620	OG0001735	TFDB	arath
AT3G54810.1	GATA	AT3G54810	None	TFDB	arath
AT3G55210.1	NAC	AT3G55210	None	TFDB	arath
AT3G55370.1	Dof	AT3G55370	None	TFDB	arath
AT3G56400.1	WRKY	AT3G56400	OG0003614	TFDB	arath
AT3G56520.1	NAC	AT3G56520	None	TFDB	arath
AT3G56530.1	NAC	AT3G56530	None	TFDB	arath
AT3G56560.1	NAC	AT3G56560	None	TFDB	arath
AT3G56660.1	bZIP	AT3G56660	OG0006843	TFDB	arath
AT3G56770.1	bHLH	AT3G56770	OG0005681	TFDB	arath
AT3G56850.1	bZIP	AT3G56850	OG0001354	TFDB	arath
AT3G56970.1	bHLH	AT3G56970	OG0001683	TFDB	arath
AT3G56980.1	bHLH	AT3G56980	OG0001683	TFDB	arath
AT3G57800.1	bHLH	AT3G57800	OG0004139	TFDB	arath
AT3G57920.1	SBP	AT3G57920	OG0004089	TFDB	arath
AT3G58120.1	bZIP	AT3G58120	OG0002379	TFDB	arath
AT3G58190.1	LBD	AT3G58190	OG0003223	TFDB	arath
AT3G58630.1	Trihelix	AT3G58630	OG0000646	TFDB	arath
AT3G58710.1	WRKY	AT3G58710	OG0013800	TFDB	arath
AT3G59060.1	bHLH	AT3G59060	None	TFDB	arath
AT3G59470.1	FAR1	AT3G59470	OG0005885	TFDB	arath
AT3G59580.1	Nin-like	AT3G59580	OG0003633	TFDB	arath
AT3G60030.1	SBP	AT3G60030	OG0001892	TFDB	arath
AT3G60530.1	GATA	AT3G60530	OG0010551	TFDB	arath
AT3G60630.1	GRAS	AT3G60630	OG0002395	TFDB	arath
AT3G61850.1	Dof	AT3G61850	None	TFDB	arath
AT3G61910.1	NAC	AT3G61910	OG0001875	TFDB	arath
AT3G61950.1	bHLH	AT3G61950	OG0005817	TFDB	arath
AT3G62090.1	bHLH	AT3G62090	None	TFDB	arath
AT3G62340.1	WRKY	AT3G62340	None	TFDB	arath
AT3G62420.1	bZIP	AT3G62420	OG0002390	TFDB	arath
AT3G63350.1	HSF	AT3G63350	None	TFDB	arath
AT4G00050.1	bHLH	AT4G00050	OG0009069	TFDB	arath
AT4G00120.1	bHLH	AT4G00120	OG0004342	TFDB	arath
AT4G00130.1	GeBP	AT4G00130	OG0000521	TFDB	arath
AT4G00150.1	GRAS	AT4G00150	OG0002395	TFDB	arath
AT4G00180.1	YABBY	AT4G00180	None	TFDB	arath
AT4G00210.1	LBD	AT4G00210	OG0005721	TFDB	arath
AT4G00220.1	LBD	AT4G00220	OG0004797	TFDB	arath
AT4G00232.1	GeBP	AT4G00232	OG0000521	TFDB	arath
AT4G00238.1	GeBP	AT4G00238	OG0000521	TFDB	arath
AT4G00250.1	GeBP	AT4G00250	OG0000521	TFDB	arath
AT4G00270.1	GeBP	AT4G00270	OG0000521	TFDB	arath
AT4G00390.1	GeBP	AT4G00390	OG0000521	TFDB	arath
AT4G00480.1	bHLH	AT4G00480	None	TFDB	arath
AT4G00610.1	GeBP	AT4G00610	OG0000521	TFDB	arath
AT4G00870.1	bHLH	AT4G00870	OG0001559	TFDB	arath
AT4G00940.1	Dof	AT4G00940	None	TFDB	arath
AT4G01120.1	bZIP	AT4G01120	None	TFDB	arath
AT4G01250.1	WRKY	AT4G01250	OG0006084	TFDB	arath
AT4G01260.1	GeBP	AT4G01260	OG0000521	TFDB	arath
AT4G01460.1	bHLH	AT4G01460	OG0005817	TFDB	arath
AT4G01520.1	NAC	AT4G01520	OG0015954	TFDB	arath
AT4G01540.1	NAC	AT4G01540	OG0015954	TFDB	arath
AT4G01550.1	NAC	AT4G01550	OG0015954	TFDB	arath
AT4G01720.1	WRKY	AT4G01720	OG0011203	TFDB	arath
AT4G02590.1	bHLH	AT4G02590	OG0004611	TFDB	arath
AT4G02640.1	bZIP	AT4G02640	None	TFDB	arath
AT4G04450.1	WRKY	AT4G04450	OG0001343	TFDB	arath
AT4G05170.1	bHLH	AT4G05170	None	TFDB	arath
AT4G06598.1	bZIP	AT4G06598	OG0003551	TFDB	arath
AT4G08250.1	GRAS	AT4G08250	OG0006113	TFDB	arath
AT4G09180.1	bHLH	AT4G09180	OG0010257	TFDB	arath
AT4G09820.1	bHLH	AT4G09820	OG0006027	TFDB	arath
AT4G10350.1	NAC	AT4G10350	OG0006720	TFDB	arath
AT4G11070.1	WRKY	AT4G11070	OG0000584	TFDB	arath
AT4G11660.1	HSF	AT4G11660	OG0001564	TFDB	arath
AT4G12020.1	WRKY	AT4G12020	None	TFDB	arath
AT4G12850.1	FAR1	AT4G12850	OG0012939	TFDB	arath
AT4G13980.1	HSF	AT4G13980	OG0006076	TFDB	arath
AT4G14410.1	bHLH	AT4G14410	OG0007165	TFDB	arath
AT4G14540.1	NF-YB	AT4G14540	OG0001554	TFDB	arath
AT4G14770.1	CPP	AT4G14770	OG0004212	TFDB	arath
AT4G15090.1	FAR1	AT4G15090	OG0000050	TFDB	arath
AT4G16141.1	GATA	AT4G16141	None	TFDB	arath
AT4G16150.1	CAMTA	AT4G16150	OG0004224	TFDB	arath
AT4G16430.1	bHLH	AT4G16430	OG0009088	TFDB	arath
AT4G17230.1	GRAS	AT4G17230	OG0006040	TFDB	arath
AT4G17570.1	GATA	AT4G17570	None	TFDB	arath
AT4G17750.1	HSF	AT4G17750	None	TFDB	arath
AT4G17880.1	bHLH	AT4G17880	OG0003201	TFDB	arath
AT4G17980.1	NAC	AT4G17980	OG0005062	TFDB	arath
AT4G18170.1	WRKY	AT4G18170	OG0001616	TFDB	arath
AT4G18390.1	TCP	AT4G18390	OG0006664	TFDB	arath
AT4G18870.1	HSF	AT4G18870	None	TFDB	arath
AT4G18880.1	HSF	AT4G18880	OG0005148	TFDB	arath
AT4G18890.1	BES1	AT4G18890	None	TFDB	arath
AT4G19630.1	HSF	AT4G19630	None	TFDB	arath
AT4G19990.1	FAR1	AT4G19990	None	TFDB	arath
AT4G20970.1	bHLH	AT4G20970	OG0000593	TFDB	arath
AT4G21030.1	Dof	AT4G21030	OG0015281	TFDB	arath
AT4G21040.1	Dof	AT4G21040	OG0015281	TFDB	arath
AT4G21050.1	Dof	AT4G21050	OG0015281	TFDB	arath
AT4G21080.1	Dof	AT4G21080	OG0015281	TFDB	arath
AT4G21330.1	bHLH	AT4G21330	OG0004339	TFDB	arath
AT4G21340.1	bHLH	AT4G21340	None	TFDB	arath
AT4G22070.1	WRKY	AT4G22070	OG0001343	TFDB	arath
AT4G22700.1	LBD	AT4G22700	None	TFDB	arath
AT4G23550.1	WRKY	AT4G23550	OG0007326	TFDB	arath
AT4G23810.1	WRKY	AT4G23810	OG0000584	TFDB	arath
AT4G24020.1	Nin-like	AT4G24020	OG0003163	TFDB	arath
AT4G24060.1	Dof	AT4G24060	OG0000732	TFDB	arath
AT4G24240.1	WRKY	AT4G24240	OG0002370	TFDB	arath
AT4G24470.1	GATA	AT4G24470	None	TFDB	arath
AT4G24660.1	ZF-HD	AT4G24660	OG0001967	TFDB	arath
AT4G25210.1	GeBP	AT4G25210	OG0000521	TFDB	arath
AT4G25400.1	bHLH	AT4G25400	OG0000788	TFDB	arath
AT4G25410.1	bHLH	AT4G25410	OG0000788	TFDB	arath
AT4G26150.1	GATA	AT4G26150	OG0001179	TFDB	arath
AT4G26170.1	HRT-like	AT4G26170	None	TFDB	arath
AT4G26440.1	WRKY	AT4G26440	None	TFDB	arath
AT4G26640.1	WRKY	AT4G26640	None	TFDB	arath
AT4G27330.1	NZZ/SPL	AT4G27330	OG0005110	TFDB	arath
AT4G28500.1	NAC	AT4G28500	OG0001028	TFDB	arath
AT4G28530.1	NAC	AT4G28530	OG0006053	TFDB	arath
AT4G28790.1	bHLH	AT4G28790	None	TFDB	arath
AT4G28800.1	bHLH	AT4G28800	OG0005688	TFDB	arath
AT4G28811.1	bHLH	AT4G28811	None	TFDB	arath
AT4G28815.1	bHLH	AT4G28815	None	TFDB	arath
AT4G29000.1	CPP	AT4G29000	OG0004126	TFDB	arath
AT4G29100.1	bHLH	AT4G29100	OG0001689	TFDB	arath
AT4G29230.1	NAC	AT4G29230	OG0005118	TFDB	arath
AT4G29930.1	bHLH	AT4G29930	None	TFDB	arath
AT4G30935.1	WRKY	AT4G30935	OG0004329	TFDB	arath
AT4G30980.1	bHLH	AT4G30980	OG0004159	TFDB	arath
AT4G31270.1	Trihelix	AT4G31270	OG0007309	TFDB	arath
AT4G31550.1	WRKY	AT4G31550	OG0001379	TFDB	arath
AT4G31800.1	WRKY	AT4G31800	OG0000953	TFDB	arath
AT4G32890.1	GATA	AT4G32890	OG0001409	TFDB	arath
AT4G33880.1	bHLH	AT4G33880	OG0000610	TFDB	arath
AT4G34000.1	bZIP	AT4G34000	OG0001498	TFDB	arath
AT4G34530.1	bHLH	AT4G34530	OG0004363	TFDB	arath
AT4G34590.1	bZIP	AT4G34590	OG0000578	TFDB	arath
AT4G34680.1	GATA	AT4G34680	None	TFDB	arath
AT4G35040.1	bZIP	AT4G35040	OG0006883	TFDB	arath
AT4G35270.1	Nin-like	AT4G35270	OG0001118	TFDB	arath
AT4G35580.1	NAC	AT4G35580	None	TFDB	arath
AT4G35590.1	Nin-like	AT4G35590	OG0011251	TFDB	arath
AT4G35900.1	bZIP	AT4G35900	OG0002137	TFDB	arath
AT4G36060.1	bHLH	AT4G36060	None	TFDB	arath
AT4G36160.1	NAC	AT4G36160	OG0004118	TFDB	arath
AT4G36240.1	GATA	AT4G36240	OG0004333	TFDB	arath
AT4G36260.1	SRS	AT4G36260	None	TFDB	arath
AT4G36540.1	bHLH	AT4G36540	OG0015265	TFDB	arath
AT4G36620.1	GATA	AT4G36620	OG0003592	TFDB	arath
AT4G36710.1	GRAS	AT4G36710	OG0006070	TFDB	arath
AT4G36730.1	bZIP	AT4G36730	OG0006071	TFDB	arath
AT4G36780.1	BES1	AT4G36780	OG0014350	TFDB	arath
AT4G36930.1	bHLH	AT4G36930	OG0002713	TFDB	arath
AT4G36990.1	HSF	AT4G36990	OG0007311	TFDB	arath
AT4G37540.1	LBD	AT4G37540	OG0000588	TFDB	arath
AT4G37650.1	GRAS	AT4G37650	OG0006033	TFDB	arath
AT4G37730.1	bZIP	AT4G37730	None	TFDB	arath
AT4G37850.1	bHLH	AT4G37850	OG0000482	TFDB	arath
AT4G38000.1	Dof	AT4G38000	None	TFDB	arath
AT4G38070.1	bHLH	AT4G38070	OG0002439	TFDB	arath
AT4G38180.1	FAR1	AT4G38180	OG0000050	TFDB	arath
AT4G38340.1	Nin-like	AT4G38340	None	TFDB	arath
AT4G38900.1	bZIP	AT4G38900	OG0007037	TFDB	arath
AT4G38910.1	BBR-BPC	AT4G38910	None	TFDB	arath
AT4G39410.1	WRKY	AT4G39410	OG0005086	TFDB	arath
AT5G01310.1	bHLH	AT5G01310	OG0013153	TFDB	arath
AT5G01380.1	Trihelix	AT5G01380	OG0004080	TFDB	arath
AT5G01900.1	WRKY	AT5G01900	OG0014267	TFDB	arath
AT5G02460.1	Dof	AT5G02460	None	TFDB	arath
AT5G02470.1	E2F/DP	AT5G02470	OG0015291	TFDB	arath
AT5G03415.1	E2F/DP	AT5G03415	OG0005236	TFDB	arath
AT5G03680.1	Trihelix	AT5G03680	OG0002399	TFDB	arath
AT5G03720.1	HSF	AT5G03720	OG0011815	TFDB	arath
AT5G04150.1	bHLH	AT5G04150	None	TFDB	arath
AT5G04400.1	NAC	AT5G04400	None	TFDB	arath
AT5G04410.1	NAC	AT5G04410	OG0004927	TFDB	arath
AT5G05550.1	Trihelix	AT5G05550	None	TFDB	arath
AT5G05660.1	NF-X1	AT5G05660	OG0011873	TFDB	arath
AT5G06080.1	LBD	AT5G06080	OG0011466	TFDB	arath
AT5G06510.1	NF-YA	AT5G06510	OG0003683	TFDB	arath
AT5G06839.1	bZIP	AT5G06839	None	TFDB	arath
AT5G06950.1	bZIP	AT5G06950	OG0001546	TFDB	arath
AT5G06960.1	bZIP	AT5G06960	OG0001546	TFDB	arath
AT5G07100.1	WRKY	AT5G07100	OG0001375	TFDB	arath
AT5G07160.1	bZIP	AT5G07160	OG0013873	TFDB	arath
AT5G07680.1	NAC	AT5G07680	OG0006220	TFDB	arath
AT5G08070.1	TCP	AT5G08070	OG0000902	TFDB	arath
AT5G08130.1	bHLH	AT5G08130	None	TFDB	arath
AT5G08141.1	bZIP	AT5G08141	None	TFDB	arath
AT5G08190.1	NF-YB	AT5G08190	OG0005162	TFDB	arath
AT5G08330.1	TCP	AT5G08330	OG0005166	TFDB	arath
AT5G08790.1	NAC	AT5G08790	None	TFDB	arath
AT5G09330.1	NAC	AT5G09330	OG0003830	TFDB	arath
AT5G09410.1	CAMTA	AT5G09410	None	TFDB	arath
AT5G09750.1	bHLH	AT5G09750	OG0004342	TFDB	arath
AT5G10030.1	bZIP	AT5G10030	OG0002534	TFDB	arath
AT5G10120.1	EIL	AT5G10120	OG0006234	TFDB	arath
AT5G10570.1	bHLH	AT5G10570	OG0001288	TFDB	arath
AT5G11260.1	bZIP	AT5G11260	OG0009597	TFDB	arath
AT5G12330.1	SRS	AT5G12330	None	TFDB	arath
AT5G12840.1	NF-YA	AT5G12840	OG0005041	TFDB	arath
AT5G13080.1	WRKY	AT5G13080	OG0002144	TFDB	arath
AT5G13180.1	NAC	AT5G13180	OG0002745	TFDB	arath
AT5G14000.1	NAC	AT5G14000	None	TFDB	arath
AT5G14280.1	GeBP	AT5G14280	OG0004232	TFDB	arath
AT5G14490.1	NAC	AT5G14490	OG0006003	TFDB	arath
AT5G14960.1	E2F/DP	AT5G14960	OG0003317	TFDB	arath
AT5G15060.1	LBD	AT5G15060	None	TFDB	arath
AT5G15130.1	WRKY	AT5G15130	OG0009587	TFDB	arath
AT5G15160.1	bHLH	AT5G15160	OG0000550	TFDB	arath
AT5G15210.1	ZF-HD	AT5G15210	OG0008849	TFDB	arath
AT5G15830.1	bZIP	AT5G15830	None	TFDB	arath
AT5G16820.1	HSF	AT5G16820	OG0010730	TFDB	arath
AT5G17260.1	NAC	AT5G17260	None	TFDB	arath
AT5G17490.1	GRAS	AT5G17490	OG0002012	TFDB	arath
AT5G18037.1	NAC	AT5G18037	None	TFDB	arath
AT5G18270.1	NAC	AT5G18270	OG0004252	TFDB	arath
AT5G18300.1	NAC	AT5G18300	None	TFDB	arath
AT5G18830.1	SBP	AT5G18830	None	TFDB	arath
AT5G18960.1	FAR1	AT5G18960	OG0000050	TFDB	arath
AT5G19490.1	NF-YC	AT5G19490	OG0001736	TFDB	arath
AT5G21120.1	EIL	AT5G21120	None	TFDB	arath
AT5G22290.1	NAC	AT5G22290	OG0005826	TFDB	arath
AT5G22380.1	NAC	AT5G22380	OG0000992	TFDB	arath
AT5G22570.1	WRKY	AT5G22570	OG0014267	TFDB	arath
AT5G23090.1	NF-YB	AT5G23090	None	TFDB	arath
AT5G23280.1	TCP	AT5G23280	OG0005166	TFDB	arath
AT5G24110.1	WRKY	AT5G24110	OG0000584	TFDB	arath
AT5G24800.1	bZIP	AT5G24800	OG0006273	TFDB	arath
AT5G25790.1	CPP	AT5G25790	None	TFDB	arath
AT5G25830.1	GATA	AT5G25830	OG0001409	TFDB	arath
AT5G26170.1	WRKY	AT5G26170	OG0001185	TFDB	arath
AT5G26930.1	GATA	AT5G26930	OG0005994	TFDB	arath
AT5G27910.1	NF-YC	AT5G27910	None	TFDB	arath
AT5G28040.1	GeBP	AT5G28040	OG0003693	TFDB	arath
AT5G28300.1	Trihelix	AT5G28300	OG0005268	TFDB	arath
AT5G28530.1	FAR1	AT5G28530	OG0000963	TFDB	arath
AT5G28650.1	WRKY	AT5G28650	OG0003604	TFDB	arath
AT5G28770.1	bZIP	AT5G28770	None	TFDB	arath
AT5G33210.1	SRS	AT5G33210	None	TFDB	arath
AT5G35770.1	SAP	AT5G35770	OG0011450	TFDB	arath
AT5G35900.1	LBD	AT5G35900	None	TFDB	arath
AT5G37800.1	bHLH	AT5G37800	OG0003562	TFDB	arath
AT5G38140.1	NF-YC	AT5G38140	None	TFDB	arath
AT5G38800.1	bZIP	AT5G38800	OG0001230	TFDB	arath
AT5G38860.1	bHLH	AT5G38860	None	TFDB	arath
AT5G39610.1	NAC	AT5G39610	None	TFDB	arath
AT5G39660.1	Dof	AT5G39660	OG0000787	TFDB	arath
AT5G39690.1	NAC	AT5G39690	None	TFDB	arath
AT5G39760.1	ZF-HD	AT5G39760	None	TFDB	arath
AT5G39820.1	NAC	AT5G39820	OG0002267	TFDB	arath
AT5G39860.1	bHLH	AT5G39860	OG0000550	TFDB	arath
AT5G41030.1	TCP	AT5G41030	None	TFDB	arath
AT5G41090.1	NAC	AT5G41090	None	TFDB	arath
AT5G41315.1	bHLH	AT5G41315	OG0002262	TFDB	arath
AT5G41570.1	WRKY	AT5G41570	None	TFDB	arath
AT5G41765.1	GeBP	AT5G41765	None	TFDB	arath
AT5G41920.1	GRAS	AT5G41920	OG0009538	TFDB	arath
AT5G42520.1	BBR-BPC	AT5G42520	OG0009382	TFDB	arath
AT5G42780.1	ZF-HD	AT5G42780	None	TFDB	arath
AT5G42910.1	bZIP	AT5G42910	None	TFDB	arath
AT5G43175.1	bHLH	AT5G43175	OG0000610	TFDB	arath
AT5G43250.1	NF-YC	AT5G43250	OG0013891	TFDB	arath
AT5G43270.1	SBP	AT5G43270	None	TFDB	arath
AT5G43290.1	WRKY	AT5G43290	OG0009453	TFDB	arath
AT5G43650.1	bHLH	AT5G43650	OG0009622	TFDB	arath
AT5G43840.1	HSF	AT5G43840	None	TFDB	arath
AT5G44080.1	bZIP	AT5G44080	OG0002877	TFDB	arath
AT5G45050.1	WRKY	AT5G45050	None	TFDB	arath
AT5G45260.1	WRKY	AT5G45260	None	TFDB	arath
AT5G45300.1	BES1	AT5G45300	OG0011555	TFDB	arath
AT5G45710.1	HSF	AT5G45710	OG0005148	TFDB	arath
AT5G46350.1	WRKY	AT5G46350	OG0001616	TFDB	arath
AT5G46590.1	NAC	AT5G46590	OG0005062	TFDB	arath
AT5G46690.1	bHLH	AT5G46690	OG0011745	TFDB	arath
AT5G46760.1	bHLH	AT5G46760	None	TFDB	arath
AT5G46830.1	bHLH	AT5G46830	None	TFDB	arath
AT5G47140.1	GATA	AT5G47140	OG0003773	TFDB	arath
AT5G47640.1	NF-YB	AT5G47640	None	TFDB	arath
AT5G47660.1	Trihelix	AT5G47660	OG0009394	TFDB	arath
AT5G47670.1	NF-YB	AT5G47670	OG0003194	TFDB	arath
AT5G48150.1	GRAS	AT5G48150	OG0004387	TFDB	arath
AT5G48560.1	bHLH	AT5G48560	OG0001932	TFDB	arath
AT5G49300.1	GATA	AT5G49300	OG0004291	TFDB	arath
AT5G49450.1	bZIP	AT5G49450	OG0002390	TFDB	arath
AT5G49520.1	WRKY	AT5G49520	OG0002355	TFDB	arath
AT5G50470.1	NF-YC	AT5G50470	None	TFDB	arath
AT5G50480.1	NF-YC	AT5G50480	None	TFDB	arath
AT5G50490.1	NF-YC	AT5G50490	None	TFDB	arath
AT5G50570.1	SBP	AT5G50570	OG0004445	TFDB	arath
AT5G50670.1	SBP	AT5G50670	OG0004445	TFDB	arath
AT5G50820.1	NAC	AT5G50820	None	TFDB	arath
AT5G50915.1	bHLH	AT5G50915	OG0006284	TFDB	arath
AT5G51780.1	bHLH	AT5G51780	OG0000788	TFDB	arath
AT5G51790.1	bHLH	AT5G51790	OG0000788	TFDB	arath
AT5G51910.1	TCP	AT5G51910	OG0001251	TFDB	arath
AT5G52510.1	GRAS	AT5G52510	OG0003798	TFDB	arath
AT5G52830.1	WRKY	AT5G52830	OG0003781	TFDB	arath
AT5G53040.1	Nin-like	AT5G53040	OG0006293	TFDB	arath
AT5G53210.1	bHLH	AT5G53210	OG0005171	TFDB	arath
AT5G53950.1	NAC	AT5G53950	OG0003382	TFDB	arath
AT5G54070.1	HSF	AT5G54070	None	TFDB	arath
AT5G54680.1	bHLH	AT5G54680	OG0002450	TFDB	arath
AT5G56270.1	WRKY	AT5G56270	OG0009299	TFDB	arath
AT5G56620.1	NAC	AT5G56620	OG0005118	TFDB	arath
AT5G56780.1	HRT-like	AT5G56780	OG0007620	TFDB	arath
AT5G56860.1	GATA	AT5G56860	OG0001179	TFDB	arath
AT5G56960.1	bHLH	AT5G56960	OG0007616	TFDB	arath
AT5G57150.1	bHLH	AT5G57150	None	TFDB	arath
AT5G58010.1	bHLH	AT5G58010	OG0004159	TFDB	arath
AT5G59450.1	GRAS	AT5G59450	OG0000087	TFDB	arath
AT5G60200.1	Dof	AT5G60200	OG0004188	TFDB	arath
AT5G60480.1	ZF-HD	AT5G60480	OG0005516	TFDB	arath
AT5G60830.1	bZIP	AT5G60830	OG0009588	TFDB	arath
AT5G60850.1	Dof	AT5G60850	OG0007681	TFDB	arath
AT5G60970.1	TCP	AT5G60970	OG0000902	TFDB	arath
AT5G61270.1	bHLH	AT5G61270	OG0014369	TFDB	arath
AT5G61430.1	NAC	AT5G61430	OG0006220	TFDB	arath
AT5G61850.1	LFY	AT5G61850	OG0006168	TFDB	arath
AT5G62020.1	HSF	AT5G62020	OG0001564	TFDB	arath
AT5G62380.1	NAC	AT5G62380	None	TFDB	arath
